Ticket,slope_normalized,rsi_14,HourOfDay,DayOfWeek,ATR_normalized,dist_ema_atr,bb_position,is_trend,is_long
896,-0.08060254156589508,69.36781311035156,10.0,0.0,0.8097284436225891,1.0355303287506104,0.9791885018348694,0.0,0.0
898,-0.07666423171758652,72.37863159179688,14.0,0.0,0.9267715811729431,2.680807590484619,1.0671119689941406,0.0,0.0
900,-0.06351791322231293,75.22577667236328,7.0,1.0,0.6300219297409058,7.083518981933594,1.3027864694595337,0.0,0.0
902,-0.06351791322231293,77.46623992919922,10.0,1.0,0.7080687880516052,7.482576847076416,1.0381213426589966,0.0,0.0
904,-0.03428855165839195,67.36274719238281,12.0,3.0,0.6663086414337158,6.752251148223877,1.1805691719055176,0.0,0.0
906,-0.029168751090765,68.06253814697266,6.0,4.0,0.8528451919555664,3.435518264770508,0.938776433467865,0.0,0.0
908,-0.022058799862861633,65.20564270019531,14.0,3.0,1.2380253076553345,0.8089653253555298,1.0664722919464111,0.0,0.0
910,-0.0217764750123024,68.3486099243164,15.0,3.0,1.3521103858947754,1.1328210830688477,1.0907891988754272,0.0,0.0
912,-0.0217764750123024,72.23876190185547,17.0,3.0,1.5678833723068237,1.457432746887207,1.0191762447357178,0.0,0.0
914,-0.02403237484395504,85.55955505371094,12.0,2.0,0.8520058393478394,9.933074951171875,1.39834463596344,0.0,0.0
916,-0.04591084271669388,18.544296264648438,15.0,0.0,0.9815024733543396,-14.488811492919922,-0.16846199333667755,0.0,1.0
918,-0.06269342452287674,66.45833587646484,6.0,3.0,0.8091991543769836,-3.9264156818389893,0.9122747182846069,0.0,0.0
920,-0.05947825312614441,67.26974487304688,12.0,4.0,0.6963337659835815,-0.8807483315467834,1.1565148830413818,0.0,0.0
922,-0.05947825312614441,72.87244415283203,13.0,4.0,0.7183164954185486,1.50144362449646,1.2113041877746582,0.0,0.0
924,-0.034586213529109955,65.66230773925781,15.0,2.0,1.0141222476959229,2.0353593826293945,0.9805622100830078,0.0,0.0
926,-0.044732142239809036,66.82833099365234,16.0,2.0,0.9432177543640137,0.2942582070827484,1.197613000869751,0.0,0.0
928,-0.044732142239809036,70.75298309326172,17.0,2.0,1.136474847793579,1.2714651823043823,1.179796576499939,0.0,0.0
930,-0.024788521230220795,77.09642791748047,7.0,4.0,1.1543362140655518,5.142159461975098,0.9350628852844238,0.0,0.0
932,-0.018731214106082916,72.8433837890625,6.0,0.0,0.5668914318084717,12.8013277053833,1.1278663873672485,0.0,0.0
934,-0.013471531681716442,76.97795867919922,7.0,0.0,0.547434389591217,15.791723251342773,1.172668218612671,0.0,0.0
936,-0.004490050487220287,71.63971710205078,10.0,1.0,0.7209509611129761,9.949782371520996,1.1432212591171265,0.0,0.0
938,-0.0625607892870903,68.29986572265625,15.0,2.0,0.9310096502304077,-4.00530481338501,1.2137056589126587,0.0,0.0
940,-0.049757733941078186,68.31249237060547,15.0,3.0,0.7311143279075623,0.3469081223011017,0.9481683373451233,0.0,0.0
942,-0.02611536718904972,66.13178253173828,7.0,1.0,0.733111560344696,4.442726135253906,0.9390875697135925,0.0,0.0
944,-0.023787956684827805,75.10697174072266,12.0,1.0,0.8051028251647949,5.98213005065918,1.0230417251586914,0.0,0.0
946,-0.023787956684827805,79.6248550415039,14.0,1.0,0.9921905398368835,5.934585094451904,1.0448068380355835,0.0,0.0
948,-0.02198900654911995,78.96061706542969,16.0,1.0,1.1740663051605225,5.327361583709717,0.9427754878997803,0.0,0.0
950,-0.038900747895240784,66.17607879638672,16.0,1.0,1.2002488374710083,-0.8421667218208313,1.127703309059143,0.0,0.0
952,-0.04327832907438278,66.63206481933594,11.0,3.0,0.7607396245002747,-1.0468015670776367,1.1697293519973755,0.0,0.0
954,-0.02737264707684517,68.2082748413086,14.0,0.0,0.8610841035842896,2.8956308364868164,1.2453970909118652,0.0,0.0
956,-0.023679770529270172,72.1734619140625,15.0,0.0,0.8800395727157593,3.9949259757995605,1.205971598625183,0.0,0.0
958,-0.013729233294725418,66.25730895996094,14.0,3.0,1.050755500793457,2.7335498332977295,1.2129971981048584,0.0,0.0
960,-0.010301030240952969,65.37215423583984,14.0,0.0,0.929922342300415,4.23198127746582,0.9990770816802979,0.0,0.0
962,-0.004895453341305256,77.79492950439453,13.0,1.0,0.7545962333679199,9.285167694091797,1.41681969165802,0.0,0.0
964,0.009941063821315765,76.07788848876953,15.0,2.0,0.8106778264045715,11.590283393859863,0.983795702457428,0.0,0.0
966,-0.00020160243730060756,19.521114349365234,10.0,3.0,0.777111828327179,-9.532578468322754,0.061118170619010925,0.0,1.0
968,-0.010138880461454391,71.26824951171875,12.0,4.0,0.7771576046943665,-1.1875399351119995,1.2612025737762451,0.0,0.0
970,-0.010138880461454391,74.61873626708984,13.0,4.0,0.8146876096725464,0.10144765675067902,1.1916613578796387,0.0,0.0
972,-0.010138880461454391,81.85008239746094,14.0,4.0,0.8256004452705383,3.8831963539123535,1.2612476348876953,0.0,0.0
974,0.005966234486550093,72.11094665527344,15.0,1.0,0.6281213164329529,11.344261169433594,1.2100647687911987,0.0,0.0
976,0.005966234486550093,75.52574920654297,16.0,1.0,0.6691709756851196,11.956007957458496,1.2041183710098267,0.0,0.0
978,0.02671770192682743,75.66627502441406,12.0,4.0,1.0390989780426025,13.00322437286377,0.9931575059890747,0.0,0.0
980,0.06014185771346092,74.22893524169922,7.0,1.0,0.8266046643257141,14.360898971557617,1.2579060792922974,0.0,0.0
982,0.06014185771346092,75.64395904541016,10.0,1.0,0.6160158514976501,20.020776748657227,1.0517499446868896,0.0,0.0
984,0.06576491892337799,72.50716400146484,13.0,1.0,0.6117042899131775,20.12361717224121,0.9545058608055115,0.0,0.0
986,0.06745471060276031,69.30780792236328,14.0,2.0,0.971818745136261,5.559677600860596,1.1068023443222046,0.0,0.0
988,0.0879034698009491,65.17266082763672,9.0,0.0,0.6150267124176025,10.983743667602539,1.012941837310791,0.0,0.0
990,0.0879034698009491,69.43583679199219,10.0,0.0,0.6352968811988831,12.72021484375,1.0996860265731812,0.0,0.0
992,0.06315535306930542,67.00199890136719,12.0,2.0,0.9838452935218811,4.17336893081665,1.1381665468215942,0.0,0.0
994,0.06613976508378983,65.19377899169922,16.0,3.0,1.120144248008728,3.9307587146759033,1.0614235401153564,0.0,0.0
996,0.07545556128025055,78.0619125366211,13.0,1.0,0.8553552627563477,9.568939208984375,1.4634640216827393,0.0,0.0
998,0.07545556128025055,77.47919464111328,14.0,1.0,0.8887866139411926,8.999674797058105,1.1900017261505127,0.0,0.0
1000,0.066189706325531,66.81779479980469,14.0,3.0,0.7179243564605713,10.77881908416748,0.9324675798416138,0.0,0.0
1002,0.06339959055185318,66.38375091552734,17.0,3.0,1.2327659130096436,3.5765299797058105,1.0416585206985474,0.0,0.0
1004,0.057052016258239746,65.95059204101562,17.0,4.0,0.5783278346061707,10.026168823242188,1.1195495128631592,0.0,0.0
